54,236.7,107.6,5.6,168
23,141.2,64.2,5.7,170
41,227.3,103.3,5.3,159
30,187.4,85.2,5.7,170
57,167,75.9,6,184
39,220,100,6,184
42,238.3,108.3,6,184
33,145,65.9,6.2,189
31,165.4,75.2,5.9,174
28,178.4,81.1,5.5,165
26,157.1,71.4,5.1,155
55,169.8,77.2,5.11,180
50,205.7,93.5,5.5,165
32,171.2,77.8,5.3,159
18,137.5,62.5,5.1,156
60,156.6,71.2,5.8,172
44,175.8,79.9,6,184
35,142.6,64.8,5.5,164
45,227.7,103.5,5.7,171
68,140.4,63.8,5,152
68,202.8,92.2,5.5,165
54,207,94.1,5.5,164
44,235.4,107,6.2,189
37,215.4,97.9,5.5,164
51,178.2,81,5.2,157
31,159.1,72.3,5.7,170
39,164.6,74.8,6,184
59,159.5,72.5,5.2,157
55,188.5,85.7,6.2,187
62,208.6,94.8,5.1,179
25,191.4,87,5.5,165
39,177.8,80.8,5.1,155
29,187.2,85.1,6.2,189
28,137.7,62.6,5.1,154
48,151.8,69,5.9,176
66,169.2,76.9,5.3,159
27,217.1,98.7,5.8,173
68,201.1,91.4,5.2,158
65,172.9,78.6,5,152
49,145.6,66.2,5.1,155
56,239.1,108.7,6,183
42,142.6,64.8,6.2,188
65,200.6,91.2,5.6,167
37,155.1,70.5,5.6,168
54,220.2,100.1,6.1,186
20,181.9,82.7,5.3,159
22,200,90.9,6.1,185
57,126.7,57.6,5.7,170
30,178.9,81.3,5.6,167
22,178.4,81.1,6.1,186
22,136.4,62,5.7,171
67,206.8,94,6.1,185
40,149.2,67.8,5.1,179
33,240,109.1,6.3,190
69,222,100.9,5.7,169
32,147.2,66.9,5.2,157
26,133.3,60.6,5.5,164
67,189.6,86.2,5.9,175
31,215.8,98.1,5.7,170
65,110.9,50.4,5.8,172
18,119.9,54.5,5.9,174
61,180.8,82.2,6,183
21,130.9,59.5,5.6,167
30,132.2,60.1,5.1,179
51,222.6,101.2,5.6,167
51,157.3,71.5,5.1,156
65,160.6,73,6,184
29,182.4,82.9,5.5,164
64,212.5,96.6,5.8,172
52,163.5,74.3,5.7,171
60,231.4,105.2,6,184
46,243.3,110.6,5.11,180
38,182.2,82.8,5.6,167
49,243.5,110.7,5.8,172
54,218.5,99.3,5.2,157
45,207.7,94.4,5.2,157
60,142.3,64.7,5.7,171
58,139.9,63.6,5,153
34,148.5,67.5,5.5,164
39,120.6,54.8,5.9,174
68,194,88.2,5.9,175
63,142.1,64.6,5.4,162
18,112,50.9,4.11,151
53,112.6,51.2,5.6,168
53,186.3,84.7,5.3,160
68,119.5,54.3,5.7,170
56,160.4,72.9,5.3,159
70,119.5,54.3,5.6,167
26,185,84.1,5.4,162
26,199.1,90.5,5.7,171
59,226.4,102.9,5,153
58,159.1,72.3,5.8,173
36,153.8,69.9,5.9,176
66,214.9,97.7,6,184
20,132.7,60.3,6.1,186
21,157.1,71.4,5.3,160
36,238.5,108.4,5.9,175
50,250.6,113.9,5.6,168
65,165.2,75.1,5.2,157
37,188.1,85.5,6.1,185
54,172,78.2,5.3,160
63,217.4,98.8,6,183
59,225.7,102.6,5.5,166
29,150.3,68.3,5.3,160
20,115.5,52.5,5.9,174
64,150.3,68.3,5.6,167
39,197.8,89.9,5.7,171
34,220.2,100.1,5.5,166
69,211.2,96,5.2,158
19,175.8,79.9,5.4,163
63,151.6,68.9,5.3,160
64,156,70.9,5.11,181
18,202,91.8,5.11,180
35,121.4,55.2,5.1,154
47,185.5,84.3,5.1,177
33,185,84.1,5.8,172
53,117,53.2,5.1,156
65,154,70,5.3,161
56,232.8,105.8,5.9,176
64,134.9,61.3,5.7,171
49,199.5,90.7,5.7,170
55,142.3,64.7,6.1,185
47,204.2,92.8,5.5,164
31,145,65.9,5.8,172
18,172.3,78.3,5,152
62,171.2,77.8,5.9,176
19,189.4,86.1,5.7,170
26,209.9,95.4,5.7,170
31,207.9,94.5,5.7,171
44,181.3,82.4,6.2,187
27,216.3,98.3,5.5,165
20,162.6,73.9,5.9,176
20,124.7,56.7,5.6,167
33,214.1,97.3,5.1,177
30,164.6,74.8,6,184
70,206.6,93.9,5.7,170
51,201.7,91.7,6.1,186
69,201.1,91.4,5.2,158
38,128.5,58.4,5.7,170
58,141.5,64.3,5.11,180
39,165.7,75.3,5.6,167
19,139.9,63.6,5.3,159
45,192.7,87.6,5.6,168
30,122.3,55.6,5.2,158
34,203.9,92.7,5.1,179
54,246.6,112.1,6,182
21,163.2,74.2,5.1,154
53,164.3,74.7,5.2,157
67,192.9,87.7,5.1,179
56,173.1,78.7,5.6,168
26,215.2,97.8,5.3,160
20,102.7,46.7,5.6,168
47,220.4,100.2,5,153
49,177.3,80.6,5.6,168
27,216.3,98.3,6,183
33,149.6,68,5.8,172
52,248.2,112.8,6,183
51,190.7,86.7,5.8,173
47,207.2,94.2,5.11,181
31,210.8,95.8,5.7,171
23,185,84.1,5.1,177
67,228.8,104,5.9,174
54,216,98.2,6.1,186
27,179.3,81.5,5.6,168
26,142.6,64.8,5.6,168
68,218,99.1,5.3,161
70,117.3,53.3,5.4,163
44,154,70,5.9,175
18,208.8,94.9,5.7,169
52,163.5,74.3,5.6,167
59,139,63.2,5.8,172
24,205.3,93.3,5.7,171
28,183.9,83.6,5.7,170
53,191.8,87.2,6.1,185
56,159.1,72.3,5.8,173
25,139.9,63.6,6.1,186
66,214.3,97.4,5.5,165
19,197.8,89.9,5.7,170
56,134.2,61,5.1,156
20,163.7,74.4,5.5,166
50,166.3,75.6,5.3,159
18,146.3,66.5,5,152
27,200.4,91.1,5.9,174
51,244.6,111.2,5.6,168
38,221.3,100.6,5.7,171
31,146.3,66.5,5.7,171
45,165.4,75.2,5.1,155
60,245.7,111.7,5.11,180
53,125.8,57.2,5.5,166
32,120.1,54.6,5.7,170
41,154,70,5.9,176
38,219.8,99.9,5.1,177
54,148.5,67.5,5.6,167
41,154.4,70.2,5.1,156
61,158.6,72.1,5.3,159
66,227,103.2,5.11,181
49,180,81.8,5.1,154
29,237.8,108.1,5.8,173
59,215.2,97.8,5.1,155
64,228.6,103.9,6,182
44,130.2,59.2,5.2,157
28,240.5,109.3,5.11,180
32,145.4,66.1,5.5,164
39,199.8,90.8,5.8,173
19,148.3,67.4,5.1,156
26,208.1,94.6,6.1,186
42,154.4,70.2,5.5,165
60,165.4,75.2,5.1,156
25,129.4,58.8,5.1,156
59,232.8,105.8,5.1,178
38,163.2,74.2,5.7,169
47,176.9,80.4,5,153
47,209.9,95.4,5.9,174
60,146.3,66.5,6,183
47,132.2,60.1,5.1,156
62,207.2,94.2,5.3,160
42,199.1,90.5,5.3,159
38,190.5,86.6,5.6,167
39,223.7,101.7,6.2,189
51,244.2,111,5.9,175
32,177.3,80.6,5.9,175
64,148.3,67.4,5.1,156
20,188.8,85.8,6.1,186
61,220,100,5.8,172
30,139.5,63.4,5.1,156
33,122.8,55.8,5.4,163
38,119.7,54.4,5.2,158
67,202.8,92.2,5.7,171
41,112.2,51,5.3,159
34,148.5,67.5,5.1,154
66,235.6,107.1,5.8,172
58,130.2,59.2,5.5,166
67,171.4,77.9,6,182
23,155.1,70.5,5.1,156
46,213,96.8,5.8,172
35,178.6,81.2,5.7,170
66,209,95,5.7,171
31,216.5,98.4,6,182
49,232.1,105.5,5.8,172
56,163,74.1,6.2,187
19,179.3,81.5,4.11,151
36,124.7,56.7,5.7,170
61,176,80,5.6,167
33,243.5,110.7,6.2,189
53,112.2,51,5.7,171
32,115.5,52.5,5.7,170
42,162.6,73.9,6.1,186
53,200.6,91.2,6.2,188
41,175.3,79.7,5.3,161
19,134.4,61.1,5.7,171
24,158.2,71.9,5.9,175
23,238,108.2,6,183
55,210.8,95.8,5.3,160
27,182.8,83.1,5.8,172
30,188.1,85.5,5.1,154
32,181.5,82.5,5.6,167
43,223.3,101.5,5.11,180
19,122.3,55.6,5.4,162
27,149.8,68.1,6.2,189
66,128,58.2,5.3,159
47,253.4,115.2,5.7,171
35,111.8,50.8,5.4,162
28,149.6,68,5.1,177
59,223.7,101.7,6,183
60,168.5,76.6,5.9,174
26,134.6,61.2,5.1,155
42,120.8,54.9,5.7,171
50,157.5,71.6,5.7,169
24,186.1,84.6,5.2,158
31,225.9,102.7,5.1,154
36,191.6,87.1,5.9,175
21,103.2,46.9,5.5,166
65,139.5,63.4,5.2,157
19,195.1,88.7,6.2,187
66,174.7,79.4,5.7,171
34,134,60.9,5.2,158
26,156.2,71,5.9,175
32,107.4,48.8,5.5,165
26,209.9,95.4,5.5,164
49,220.2,100.1,5.1,156
30,218.2,99.2,5.3,160
21,153.1,69.6,5.4,162
23,161.3,73.3,5.4,162
18,184.1,83.7,5.8,173
30,214.1,97.3,5.9,175
27,133.1,60.5,5.9,174
21,196.5,89.3,6.2,188
36,175.8,79.9,5.6,167
38,155.5,70.7,5.1,177
25,128.9,58.6,5.8,172
43,119.7,54.4,5.8,172
30,223.7,101.7,6.2,187
